metric,insurer,line,value_type,year_quarter,value
direct_losses,3943,дмс,base,2020-07-01,0.11477440438
direct_losses,3943,дмс,base,2021-07-01,0.16246027822999992
direct_losses,3943,дмс,base,2022-07-01,0.19956775707000002
direct_losses,3943,дмс,base,2023-07-01,0.1667341398399999
direct_losses,3943,дмс,base,2024-07-01,0.18587838853999988
direct_losses,3947,нс и оглс,base,2020-07-01,0.00012458623
direct_losses,3947,нс и оглс,base,2024-07-01,0.008935399999999899
direct_losses,3954,дмс,base,2020-07-01,0.23204214520999988
direct_losses,3954,дмс,base,2021-07-01,0.3174593460199998
direct_losses,3954,дмс,base,2022-07-01,0.33917245956
direct_losses,3954,дмс,base,2023-07-01,0.3416487080899998
direct_losses,3954,дмс,base,2024-07-01,0.35760374044
direct_losses,3954,нс и оглс,base,2020-07-01,0.0092820767099998
direct_losses,3954,нс и оглс,base,2021-07-01,0.0148832715399998
direct_losses,3954,нс и оглс,base,2022-07-01,0.17056496095
direct_losses,3954,нс и оглс,base,2023-07-01,0.44642523482999985
direct_losses,3954,нс и оглс,base,2024-07-01,0.49086067485
direct_losses,3954,осаго,base,2020-07-01,0.3020317969499999
direct_losses,3954,осаго,base,2021-07-01,0.5386480523899998
direct_losses,3954,осаго,base,2022-07-01,0.4578584149699999
direct_losses,3954,осаго,base,2023-07-01,0.81105469704
direct_losses,3954,осаго,base,2024-07-01,1.0518471000099998
direct_losses,3969,нс и оглс,base,2020-07-01,0.0137901604499999
direct_losses,3969,нс и оглс,base,2021-07-01,0.0014868161999999
direct_losses,3969,нс и оглс,base,2022-07-01,0.0014953288200000002
direct_losses,3972,дмс,base,2020-07-01,0.05150596319
direct_losses,3972,дмс,base,2021-07-01,0.0704064209899999
direct_losses,3972,дмс,base,2022-07-01,0.10007333198
direct_losses,3972,дмс,base,2023-07-01,0.12221180551000001
direct_losses,3972,дмс,base,2024-07-01,0.07399150964
direct_losses,3972,нс и оглс,base,2020-07-01,0.031796125599999794
direct_losses,3972,нс и оглс,base,2021-07-01,0.0336826939399998
direct_losses,3972,нс и оглс,base,2022-07-01,0.0315415216899999
direct_losses,3972,нс и оглс,base,2023-07-01,0.04342083718
direct_losses,3972,нс и оглс,base,2024-07-01,0.02963041929
direct_losses,3978,дмс,base,2020-07-01,0.0570559671099999
direct_losses,3978,дмс,base,2021-07-01,0.0670416729499999
direct_losses,3984,дмс,base,2020-07-01,0.10502848630999989
direct_losses,3984,дмс,base,2021-07-01,0.23315148091
direct_losses,3984,дмс,base,2022-07-01,0.68265852226
direct_losses,3984,дмс,base,2023-07-01,1.07381403499
direct_losses,3984,дмс,base,2024-07-01,0.96472268392
direct_losses,3984,нс и оглс,base,2020-07-01,0.2113626046699999
direct_losses,3984,нс и оглс,base,2021-07-01,0.19578894536000002
direct_losses,3984,нс и оглс,base,2022-07-01,0.2299510313399999
direct_losses,3984,нс и оглс,base,2023-07-01,0.2188192258899999
direct_losses,3984,нс и оглс,base,2024-07-01,0.19480822145999988
direct_losses,3987,дмс,base,2020-07-01,8.000000000000001e-07
direct_losses,3987,дмс,base,2021-07-01,4.8e-06
direct_losses,3987,нс и оглс,base,2020-07-01,0.00023085388
direct_losses,3987,нс и оглс,base,2021-07-01,0.0023495428
direct_losses,3987,нс и оглс,base,2022-07-01,0.00011948038
direct_losses,3991,дмс,base,2020-07-01,0.0743679685999999
direct_losses,3991,нс и оглс,base,2020-07-01,0.30518330423999995
direct_losses,4001,нс и оглс,base,2020-07-01,0.0007885239999999
direct_losses,4001,нс и оглс,base,2021-07-01,0.0009580789999999
direct_losses,4001,нс и оглс,base,2022-07-01,0.0010668579999999
direct_losses,4001,нс и оглс,base,2023-07-01,0.0012600589999998998
direct_losses,4001,нс и оглс,base,2024-07-01,0.0009401749999998999
direct_losses,4008,дмс,base,2023-07-01,0.1804718711399998
direct_losses,4008,дмс,base,2024-07-01,0.22627136226
direct_losses,4008,нс и оглс,base,2020-07-01,0.0048636679299999
direct_losses,4008,нс и оглс,base,2021-07-01,0.0068698308399999
direct_losses,4008,нс и оглс,base,2022-07-01,0.0048232812299999
direct_losses,4008,нс и оглс,base,2023-07-01,0.0053409485
direct_losses,4008,нс и оглс,base,2024-07-01,0.0338673802799999
direct_losses,4009,дмс,base,2020-07-01,0.5363494919799999
direct_losses,4009,дмс,base,2021-07-01,0.22276618189
direct_losses,4009,нс и оглс,base,2020-07-01,0.00013104730000000001
direct_losses,4009,нс и оглс,base,2021-07-01,0.0019866525
direct_losses,4014,дмс,base,2022-07-01,0.0908704656599999
direct_losses,4014,дмс,base,2023-07-01,0.0789415921899998
direct_losses,4014,дмс,base,2024-07-01,0.034785486169999796
direct_losses,4014,нс и оглс,base,2020-07-01,0.00217934854
direct_losses,4014,нс и оглс,base,2021-07-01,0.00099459367
direct_losses,4014,нс и оглс,base,2022-07-01,0.00045161554
direct_losses,4014,нс и оглс,base,2023-07-01,0.0003234499999999
direct_losses,4014,нс и оглс,base,2024-07-01,0.0005445000000000001
direct_losses,4079,дмс,base,2020-07-01,0.000402328
direct_losses,4079,дмс,base,2021-07-01,0.00036676199999999997
direct_losses,4079,дмс,base,2022-07-01,0.0009608985
direct_losses,4079,дмс,base,2023-07-01,0.06436206784000001
direct_losses,4079,дмс,base,2024-07-01,1.0375356052399998
direct_losses,4079,нс и оглс,base,2020-07-01,0.058274651479999995
direct_losses,4079,нс и оглс,base,2021-07-01,0.07772258601
direct_losses,4079,нс и оглс,base,2022-07-01,0.0745933495799999
direct_losses,4079,нс и оглс,base,2023-07-01,0.0648385118799999
direct_losses,4079,нс и оглс,base,2024-07-01,0.0971983366999998
direct_losses,4104,нс и оглс,base,2020-07-01,0.3534813530799998
direct_losses,4104,нс и оглс,base,2021-07-01,0.5179447099799999
direct_losses,4104,нс и оглс,base,2022-07-01,0.4149703955399999
direct_losses,4104,нс и оглс,base,2023-07-01,0.2374598442999999
direct_losses,4104,нс и оглс,base,2024-07-01,0.16289158011
direct_losses,4105,дмс,base,2020-07-01,0.0157348779799999
direct_losses,4105,дмс,base,2021-07-01,0.02142199954
direct_losses,4105,дмс,base,2022-07-01,0.0102972362699999
direct_losses,4105,дмс,base,2023-07-01,0.023059395899999897
direct_losses,4105,дмс,base,2024-07-01,0.0436535697899999
direct_losses,4105,нс и оглс,base,2020-07-01,0.013486574999999999
direct_losses,4105,нс и оглс,base,2021-07-01,0.0072123000000000005
direct_losses,4105,нс и оглс,base,2022-07-01,0.0050549954199999
direct_losses,4105,нс и оглс,base,2023-07-01,0.18895467464
direct_losses,4105,нс и оглс,base,2024-07-01,0.1643355796899999
direct_losses,4117,дмс,base,2020-07-01,0.00569459104
direct_losses,4117,дмс,base,2021-07-01,0.0163868686799999
direct_losses,4117,дмс,base,2022-07-01,0.03966289923000001
direct_losses,4117,дмс,base,2023-07-01,0.1856060620399998
direct_losses,4117,дмс,base,2024-07-01,0.19343085460999998
direct_losses,4117,нс и оглс,base,2020-07-01,0.02820044525
direct_losses,4117,нс и оглс,base,2021-07-01,0.05141934814
direct_losses,4117,нс и оглс,base,2022-07-01,0.04445368719
