Сведения о количестве заключенных договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
91,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,24288,0,0,0,0,0,24288,10529,7737,0,0,2792,13759,5583,3217,0,0,0,1986,0,0,113,267,726,255,255,0,0,0,0,1,324,146,0,0,7450,0,0,0,0,0,0,0,0
92,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,507,  КОЛЫМСКАЯ,Хабаровск,73867,3535,21007,20958,0,49,52860,52860,19879,0,0,32981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1867,  КОМЕСТРА-ТОМЬ,Томск,64506,0,0,0,0,0,64506,35912,10031,0,0,25881,28594,27434,24550,0,0,0,68,0,0,135,2681,1160,143,143,0,0,0,0,0,15,1001,1,0,0,0,0,0,0,0,0,0,0
95,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,58163,0,0,0,0,0,58163,20,0,0,0,20,58143,8358,0,0,0,0,0,0,0,0,8358,7801,0,0,0,0,0,0,0,0,7801,0,0,41984,0,0,0,0,0,0,0,0
96,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,5931,0,0,0,0,0,5931,5931,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,137,0,0,0,0,0,137,0,0,0,0,0,137,137,30,0,0,0,0,0,0,83,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4296,  КООП-РЕСУРС,Вологда,66,0,0,0,0,0,66,0,0,0,0,0,66,66,10,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,167,0,0,0,0,0,167,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
100,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,49,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
101,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,8699,2,51,51,0,0,8648,8648,8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4246,  КРИСТАЛЛ,Краснодар,489,0,0,0,0,0,489,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0
103,3781,  КРК-СТРАХОВАНИЕ,Москва,19493,0,0,0,0,0,19493,10348,8733,0,0,1615,9145,8344,4990,0,0,5,2393,0,0,271,685,784,381,381,0,0,2,0,1,112,288,0,0,17,0,0,0,0,0,0,0,0
104,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,1606,0,0,0,0,0,1606,816,269,0,0,547,790,578,74,0,0,7,27,1,0,237,232,154,0,0,0,0,2,47,4,0,101,0,58,0,0,0,0,0,0,0,0,0
106,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,18321,0,0,0,0,0,18321,12079,11412,0,0,667,6242,4985,2814,0,0,65,3,0,0,385,1718,1196,48,48,0,0,0,0,0,0,651,497,61,0,0,0,0,0,0,0,0,0
107,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,348,  ЛЕКСГАРАНТ,Москва,198873,0,0,0,0,0,198873,287,155,0,0,132,198586,342,177,0,20,0,27,0,0,35,83,85,13,13,0,0,20,0,0,0,24,28,0,198159,0,0,0,0,0,0,0,0
109,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,549035,108,0,0,0,0,415775,332279,61372,0,0,270907,83496,70937,21228,2,0,24,1594,0,0,1413,46676,10613,5121,5121,0,0,0,31,11,40,5366,44,93,1853,0,0,0,133260,132991,164,105,0
110,1427,  МАКС,Москва,1506491,0,0,0,0,0,738070,513382,474798,0,0,38584,224688,200542,42044,3,1,19,520,18,1,2236,155701,21408,12078,12078,0,0,23,87,67,213,8688,252,68,2670,3,3,0,768418,763068,1419,3931,0
111,4013,  МАКС-ЖИЗНЬ,Москва,904,0,904,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2877,  МЕГАРУСС-Д,Москва,35741,0,0,0,0,0,30081,13476,12828,0,0,648,16605,16527,14096,0,0,1,210,0,0,329,1891,68,10,10,0,0,24,1,0,11,22,0,0,10,0,0,0,5660,5660,0,0,0
115,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,484,  МЕДСТРАХ,Москва,439,0,0,0,0,0,439,439,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,141,  МЕДЭКСПРЕСС,Санкт-Петербург,15562,5,0,0,0,0,10054,9234,816,0,0,8418,820,644,370,0,0,0,5,0,0,64,205,176,86,86,0,0,0,0,0,0,90,0,0,0,0,0,0,5508,5508,0,0,0
119,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,43227,205,0,0,0,0,43227,43218,43211,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
120,3256,  МЕТЛАЙФ,Москва,602712,0,52537,52305,47309,232,550175,550175,319570,0,0,230605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4349,  МОВС,Санкт-Петербург,111,0,0,0,0,0,111,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0
122,3128,  МСК АЙАЙСИ,Москва,76685,723,0,0,0,0,76685,723,0,0,0,723,75962,75962,0,0,0,0,0,0,0,0,75962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,413,  МСК СТРАЖ,Рязань,569696,9696,0,0,0,0,218835,195020,142896,0,0,52124,23815,21755,5514,0,0,8,944,62,21,920,14307,2060,26,26,0,0,0,0,0,0,2034,0,0,0,0,0,0,350861,350861,0,0,0
124,2326,  МСК УРАЛСИБ,Климовск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3624,  МСК-МЕДИЦИНА,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2182,  НАДЕЖДА,Красноярск,1093395,0,0,0,0,0,747093,555060,359925,0,0,195135,192033,105222,92324,0,0,6,360,0,0,565,11967,6101,1815,1815,0,0,0,12,1,7,4229,37,0,80710,0,0,0,346302,346302,0,0,0
127,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4192,  НАРОДНЫЕ КАССЫ,Москва,22787,0,0,0,0,0,22787,0,0,0,0,0,22787,44,0,0,0,0,0,0,0,10,34,24,0,0,0,0,0,0,0,0,0,24,0,22719,0,0,0,0,0,0,0,0
129,3116,  НАСКО ТАТАРСТАН,Казань,743759,0,0,0,0,0,455596,277188,242446,0,0,34742,178408,155658,4125,8,2,34,1073,5318,0,2744,142354,18569,39,39,0,0,34,151,30,243,17825,247,0,4181,0,0,0,288163,285967,1670,526,0
130,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,6,0,0,0,0,0,6,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,6205,26,0,0,0,0,5785,2642,193,0,0,2449,3143,2586,196,0,118,1,1974,0,0,256,41,557,46,46,0,0,124,0,0,0,387,0,0,0,0,0,0,420,0,420,0,0
132,2917,  НИК,Ульяновск,1086,0,0,0,0,0,1086,92,75,0,0,17,994,187,80,0,14,0,6,0,0,12,75,108,30,30,0,0,19,0,0,0,59,0,0,699,0,0,0,0,0,0,0,0
133,401,  НИК-ЛАЙФ,Ульяновск,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4323,  НКО ОВСС,Москва,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
135,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,1560168,0,0,0,0,0,722510,486423,454506,0,0,31917,236087,234280,228400,0,0,0,6,2,0,70,5802,1807,0,0,0,0,0,0,0,5,1802,0,0,0,0,0,0,837658,837658,0,0,0
138,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,244072,0,0,0,0,0,70431,36175,21050,0,0,15125,34256,29375,12594,0,2,82,2170,0,0,2348,12179,4874,1032,1032,0,0,9,15,3,179,3631,5,0,7,0,0,0,173641,172992,564,85,0
140,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,44008,0,0,0,0,0,44008,0,0,0,0,0,44008,0,0,0,0,0,0,0,0,0,0,44008,0,0,0,0,0,0,0,0,0,44008,0,0,0,0,0,0,0,0,0,0
141,4348,  ОВС МЕД,Тюмень,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
142,4301,  ОВС НОВС,Камышин,5137,0,0,0,0,0,5137,0,0,0,0,0,5137,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,5119,0,0,0,0,0,0,0,0
143,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,136,0,0,0,0,0,136,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0
144,3099,  ОПОРА,Рязань,393028,0,0,0,0,0,337159,249399,249212,0,0,187,87760,20239,1811,0,0,0,58,10,9,560,17800,20116,156,0,0,0,0,0,4,736,19220,0,23,47382,0,0,0,55869,54155,432,1282,0
145,326,  ОРБИТА,Москва,897,0,0,0,0,0,897,17,11,0,0,6,880,82,14,0,0,0,0,0,0,49,19,757,0,0,0,0,0,0,0,734,22,1,12,29,0,0,0,0,0,0,0,0
146,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,1558,0,823,823,0,0,735,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,915,  ПАРИ,Москва,1260791,0,0,0,0,0,1232429,58369,25675,0,0,32694,1174060,1152647,3730,7,1,34,1119414,0,0,5319,24142,9764,3653,3653,0,0,9,147,16,668,5247,24,13,11636,0,0,0,28362,27202,1035,125,0
149,3268,  ПАРИТЕТ-СК,Москва,30270,3812,0,0,0,0,5620,4476,710,0,0,3766,1144,585,339,0,0,1,37,0,0,108,100,443,108,108,0,0,4,1,2,10,318,0,0,116,0,0,0,24650,24465,176,9,0
150,2284,  ПЛАТО,Москва,433,0,0,0,0,0,433,278,277,0,0,1,155,133,3,0,0,0,104,0,0,20,6,22,2,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0
151,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,384005,0,0,0,0,0,145868,129973,129926,0,0,47,15895,11320,2236,0,0,4,98,0,0,107,8875,4569,165,165,0,0,0,0,0,44,4360,0,0,6,0,0,0,238137,238137,0,0,0
152,3390,  ПОЛИС-ГАРАНТ,Москва,28394,0,0,0,0,0,12810,2709,1315,0,0,1394,10101,3792,2438,0,0,0,88,0,0,114,1152,2419,1944,1944,0,0,0,0,0,6,469,0,0,3890,0,0,0,15584,15584,0,0,0
153,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,26272,0,17676,15458,0,2218,8596,8596,8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3889,  ПРЕСТИЖ-ПОЛИС,Москва,51,0,0,0,0,0,51,1,0,0,0,1,50,35,27,0,0,0,2,0,0,0,6,15,12,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
155,3438,  ПРОМИНСТРАХ,Москва,278424,13445,0,0,0,0,246627,56011,33184,1,0,22827,190616,8233,162,0,3,5,664,0,0,1451,5948,182149,58,58,0,0,26,33,33,128,461,181410,156,78,0,0,0,31797,31288,187,322,0
156,2682,  ПРОФСОДРУЖЕСТВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,48088,135,28676,28676,22718,0,19412,19412,12314,0,0,7098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,72,  РЕГИОНАЛЬНАЯ СТРАХОВАЯ КОМПАНИЯ,Москва,114798,0,0,0,0,0,114798,0,0,0,0,0,114798,5623,0,0,0,0,0,0,0,0,5623,109175,0,0,0,0,0,0,0,0,0,109175,0,0,0,0,0,0,0,0,0,0
159,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,151,0,0,0,0,0,151,16,16,0,0,0,135,5,1,0,0,0,0,0,0,3,1,130,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
160,2733,  РЕЗЕРВ,Хабаровск,273925,0,0,0,0,0,273925,267275,267275,0,0,0,6650,652,0,0,0,0,0,0,0,0,652,652,0,0,0,0,0,0,0,0,652,0,0,5346,0,0,0,0,0,0,0,0
161,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,2484252,1544,1127805,1127805,1004052,0,1356447,1356447,1319337,0,0,37110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1209,  РЕСО-ГАРАНТИЯ,Москва,7492358,125099,0,0,0,0,3523533,1564637,658616,8,0,906021,1958896,1281141,353863,107,0,5,18417,16,0,22557,886176,491246,397874,259293,138581,0,0,4,164,364,92728,112,702,185807,0,0,0,3968825,3947828,18650,2347,0
163,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,13,  РЕСО-ШАНС,Москва,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0
165,3492,  РЕСПЕКТ,Рязань,118119,0,0,0,0,0,118119,49,22,0,0,27,118070,198,0,0,0,0,103,0,0,95,0,117872,0,0,0,0,0,0,0,0,1,117871,0,0,0,0,0,0,0,0,0,0
166,473,  РИКС,Москва,311221,0,0,0,0,0,311221,8582,8301,0,0,281,302639,85508,0,0,0,0,576,0,0,3,84929,419,0,0,0,0,0,0,0,0,419,0,0,216712,0,0,0,0,0,0,0,0
167,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,  РОСГОССТРАХ,Люберцы,13470293,1205043,0,0,0,0,8394596,2820112,1789925,0,0,1030187,5574484,4394813,344780,179,60,368,8351,35452,49,21033,3984590,1157154,83365,17528,65837,0,55,1190,120,147,1071991,286,98,22419,0,0,0,5075697,5042277,29042,4378,0
169,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,2412411,427,424601,424599,59858,2,1987810,1987810,1987810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,8569,0,0,0,0,0,8569,311,309,0,0,2,8258,5569,1951,0,0,2,528,0,0,3042,46,2245,275,275,0,0,8,0,0,1501,450,11,0,444,0,0,0,0,0,0,0,0
172,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2947,  РСХБ-СТРАХОВАНИЕ,Москва,537949,0,0,0,0,0,537881,155664,155544,0,0,120,382217,190652,1985,12,0,5,34,1905,161,14357,172354,154346,113,113,0,0,0,0,0,4,154229,0,26,37193,0,0,0,68,0,68,0,0
174,1999,  РУССКАЯ КОРОНА,Рязань,1370617,0,0,0,0,0,1370617,1353694,1349319,0,0,4375,16923,16836,0,0,0,0,16650,0,0,0,186,87,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
175,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,364230,0,111425,111425,0,0,252805,252805,217972,0,0,34833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,4202,  САКЛАУ,Казань,9,0,0,0,0,0,9,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
178,2873,  САХАМЕДСТРАХ,Якутск,4809,1781,0,0,0,0,4809,4809,0,0,0,4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,6876384,0,0,0,0,0,6876384,434862,20355,0,0,414507,6441522,5277585,25,0,0,0,64,27,0,23384,5254085,846783,25,25,0,0,0,0,0,0,846758,0,15167,301987,0,0,0,0,0,0,0,0
180,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,689855,0,592087,592087,413790,0,97768,97768,97528,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,924,  СЕЛЕКТА,Москва,3324,52,0,0,0,0,3324,2008,1276,0,0,732,1316,1068,145,0,2,92,573,0,0,70,186,248,0,0,0,0,0,59,0,92,64,33,0,0,0,0,0,0,0,0,0,0
182,632,  СЕРВИСРЕЗЕРВ,Ковров,336201,0,0,0,0,0,102473,74748,74743,0,0,5,27725,24587,15912,0,0,0,5,0,0,155,8515,3138,0,0,0,0,0,0,12,7,3119,0,0,0,0,0,0,233728,233728,0,0,0
183,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,178694,0,0,0,0,0,82224,76483,59903,0,0,16580,5741,2138,207,1,0,0,14,0,0,73,1843,3583,2514,2514,0,0,0,0,2,0,1019,48,1,19,0,0,0,96470,95978,203,289,0
184,3467,  СИБИРСКИЙ СПАС,Новокузнецк,195621,1233,0,0,0,0,96234,52798,20690,0,0,32108,43436,42151,40344,0,0,0,0,0,0,13,1794,1285,0,0,0,0,0,0,0,6,1279,0,0,0,0,0,0,99387,99387,0,0,0
185,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,4105,  СИВ ЛАЙФ,Москва,5201,0,4598,4598,3562,0,603,603,232,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2444,  СИМАЗ-МЕД,Новосибирск,5128,0,0,0,0,0,5128,5128,0,0,0,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3803,  СК ДОМИНАНТА,Москва,1103,0,0,0,0,0,1103,2,2,0,0,0,1101,368,0,0,0,0,0,0,0,368,0,733,0,0,0,0,0,0,0,37,696,0,0,0,0,0,0,0,0,0,0,0
189,3225,  СК ЕВРОПЛАН,Москва,15556,0,0,0,0,0,15556,0,0,0,0,0,15556,7778,7778,0,0,0,0,0,0,0,0,7778,7778,7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,27313,10,13908,13907,0,1,13405,13405,13402,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,4174,  СКОР П.О.,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,3941,  СМП-СТРАХОВАНИЕ,Москва,22097,190,0,0,0,0,22097,17930,6774,0,0,11156,4167,3545,937,0,0,1,37,0,0,694,1876,394,166,166,0,0,0,1,0,1,226,0,0,228,0,0,0,0,0,0,0,0
193,3834,  СО ПОМОЩЬ,Санкт-Петербург,81876,79,0,0,0,0,81876,35446,146,27,0,35300,46430,2822,111,0,0,2,1786,17,14,427,479,5434,400,400,0,0,0,4,0,40,4764,226,18,38156,0,0,0,0,0,0,0,0
194,1208,  СОГАЗ,Москва,3579181,0,0,0,0,0,1705797,903158,533515,0,0,369643,802639,506780,73405,471,373,423,21006,246,7,24838,386018,126685,14224,14224,0,0,580,555,402,6088,104743,93,449,168725,4,4,0,1873380,1825740,42762,4878,0
195,3230,  СОГАЗ-МЕД,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1307,  СОГЛАСИЕ,Москва,2399218,48092,0,0,0,0,1180484,569855,424136,0,0,145719,610629,278445,158101,174,31,282,13312,443,196,20403,85699,266851,177381,35064,142317,9,140,1029,104,22,87892,274,155,65178,0,0,0,1218734,1209236,5329,4169,0
197,3511,  СОГЛАСИЕ-ВИТА,Москва,55765,5,37062,37062,0,0,18703,18703,18703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,197716,0,0,0,0,0,197716,12247,12247,0,0,0,185469,50866,61,0,0,0,0,0,0,0,50805,9335,0,0,0,0,0,0,0,0,9335,0,0,125268,0,0,0,0,0,0,0,0
