"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3748,"Акционерное общество ""Русский Стандарт Страхование""",392671636.86833,76650146.96232,76650146.96232,76650146.96232,882094.35947,0,113687.38118,768406.97829,0,0,44336983.26899,44336983.26899,0,0,0,0,308354.06202,0,0,308354.06202,0,0,30471739.27741,474212.90118000004,4542150.032690001,18121583.8601,7333792.48344,0,650975.99443,618488.57677,32487.41766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316021489.90601,134792269.30501002,480789.4315,0,0,0,0,134311479.87351,181229220.601,42682450.600999996,207050,138339720,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",69350576.90212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680524.017,4674424.017,4502.82,0,0,0,0,4669921.197,6100,0,100,6000,64670052.88512,20044730.35342,6306784.141469999,6306784.141469999,0,0,8440500,0,0,0,1007308.07678,0,,,,,,0,0,0,0,0,3931653.82781,0,2000,3929653.82781,358484.30736,0,0,358484.30736,44410101.052669995,2800,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44376301.05267,2000,0,14000,0,44360301.05267,31000,0,0,0,0,0,0,0,31000,0,0,215221.47903000002,0,0,215221.47903000002,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",289774851.43644994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14166322.03041,3852332.55441,0,4100,0,3274810,0,573422.55441,10313989.476,2315129.857,6069880.089000001,1928979.53,275608529.40603995,33772655.02224,315964.2671,315964.2671,0,0,0,0,0,0,21900099.64689,0,,,,,,0,0,0,0,0,10491283.450250002,38866.61471,4042709.69306,6409707.14248,1065307.658,658582.75,405311.01404,1413.89396,225700673.2859,175000,175000,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,220015972.76887998,218551325,0,0,0,1464647.76888,5504900.51702,0,0,0,0,0,0,0,0,5504900.51702,0,16135201.097900001,0,0,16135201.097900001,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",36870981.76016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,3540,0,0,0,3540,0,0,0,0,0,0,36867441.76016,31826323.93704,0,0,0,0,0,0,0,0,23991070,0,,,,,,0,0,0,0,0,7835253.93704,0,0,7835253.93704,0,0,0,0,5041117.82312,0,0,0,0,0,0,0,0,0,0,0,0,0,216000,0,216000,4825117.82312,119320.27569000001,0,0,0,4705797.54743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",9110983.99158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110983.99158,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2190446.61411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421500,1421500,0,0,0,0,768946.6141100001,0,0,0,0,0,0,0,0,768946.6141100001,0,6920537.37747,0,0,6920537.37747,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",4006471734.9696198,22998000.670730002,16813310.29787,15361476.2057,0,0,0,0,0,0,6961189.94535,3318598.0396499997,780829.47659,1287441.06008,1503601.6631099998,70719.70592,8400286.26035,3865297.72067,1050335.61629,595069.68995,2888533.23344,1050,0,0,0,0,0,0,0,0,0,0,0,0,1451834.09217,0,0,0,0,0,0,125610.09217,15534.59253,12769.14344,48048.53996,24317.81624,24940,1326224,0,0,2150,1050176,273898,0,0,0,0,0,0,0,0,0,0,0,0,6184690.3728600005,2581445.02633,423855.5143,0,371417.1433,52438.371,0,0,0,0,0,0,0,0,2157589.5120300003,1971269.635,14633.3586,170214.85553,1041.32211,430.34078999999997,0,0,0,0,0,0,0,0,0,0,0,0,3603245.34653,0,0,0,0,0,0,0,0,0,0,0,0,3603245.34653,0,0,1424108.20905,2055679.34202,123457.79546,0,0,0,0,0,0,0,0,0,0,0,0,1604.60767,0,0,0,0,0,0,1604.60767,0,0,0,0,1604.60767,3983472129.69122,3966586130.24122,0,0,0,3904786821.8842297,0,61799308.356989995,16885999.45,0,9017298.950000001,7868700.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",209770744.35998,196151798.77697998,195457628.58303,133033508.1533,59479554.921399996,0,1648897.97644,53244710.97244,4585945.97252,0,0,0,0,0,0,0,73231280.5709,10523740.468,21574668.16556,27014839.42638,12566051.252150001,1551981.25881,322672.661,307580,3446.52,10646.141,0,1000,0,0,0,0,0,0,62424120.42973,0,0,0,0,0,0,0,0,0,0,0,0,45778326.192729995,590,25400,29007729.692,14031932.19073,2712674.31,16645794.236999998,14758100,3200,42653.136000000006,144826.732,1697014.369,0,0,0,0,0,0,694170.19395,327578.60894999997,24.936,0,0,0,24.936,0,0,0,0,0,0,0,297009.88895,7434,29957.039080000002,110584.55407,134542.80817,14491.48763,30543.784,15480,3446.52,5901.026,3434.986,2281.252,0,0,0,0,0,0,366591.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366591.585,0,0,3747.1440000000002,23024.878999999997,339819.56200000003,0,0,0,0,0,0,17950.55,17950.55,0,0,0,0,17950.55,0,0,0,0,0,0,13600995.033,13588745.033,0,0,0,9338210.153,0,4250534.88,12250,0,0,12250,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",41592108.997999996,5965654.47281,5965654.47281,5819307.04313,0,0,0,0,0,0,5763816.767899999,5763816.767899999,0,0,0,0,55490.27523,53286.570830000004,2203.7044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146347.42968,0,0,0,0,0,0,0,0,0,0,0,0,146347.42968,46122.351,65888.3799,20110.4237,8273.401870000002,5952.87321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35626454.525189996,32420166.481110003,11138.51392,0,0,31742887,0,666140.96719,3206288.04408,116498.39908,149292.112,2940497.5330000003,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",223543737.81798998,4786543.642440001,4077010.0155599997,1979012.29674,0,0,0,0,0,0,0,0,0,0,0,0,110633.25776000001,0,0,12601.78176,98031.476,0,1868379.03898,842116.31898,1026262.72,0,0,0,0,0,0,0,0,0,2097997.71882,0,0,0,0,0,0,0,0,0,0,0,0,13440.5,0,0,0,5000,8440.5,2084557.2188199998,2057537.7835200003,0,2390,5385.1726,19244.2627,0,0,0,0,0,0,709533.62688,562329.16297,543684.9154599999,0,0,414449.26628000004,129235.64918,0,0,0,0,0,0,0,18644.24751,0,0,0,18412.3576,231.88991000000001,0,0,0,0,0,0,0,0,0,0,0,0,147204.46391,0,0,0,0,0,0,0,0,0,0,0,0,147204.46391,0,0,1072.7777,856.7240400000001,145274.96217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218757194.17554998,80488768.08193,0,0,0,0,0,80488768.08193,138268426.09361997,0,0,138268426.09361997,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",2838000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838000,0,0,0,0,0,0,0,2838000,0,2838000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1826879121.19676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283203877.9889,4907824.1284,0,0,0,4874174.1284,0,33650,278296053.8605,6344431.9495,271686085.411,265536.5,1533105243.20786,1479890895.3989599,280680,280680,0,0,286878512.91315,0,0,0,1125065307.5588498,0,,,,,,0,0,0,0,0,66076422.13967,0,0,66076422.13967,1589972.7872900001,1589972.7872900001,0,0,53214347.8089,17920,17920,0,0,0,50037679.199999996,0,0,0,0,0,0,0,0,0,0,3158748.6089,0,0,0,0,3158748.6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,10570000,9770000,40000,50000,710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",144059964.25476998,7997774.41327,7997774.41327,3143720.74939,958227.0886,102638.609,388347.4316,467241.04799999995,0,0,765282.8317900001,110032.12039,651535.1324,3715.579,0,0,1420210.8290000001,1011750.4619999999,406450.367,410,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,4854053.663880001,0,0,0,0,0,0,0,0,0,0,0,0,2200238.88154,6723.36514,0,1541567.1864399998,489401.30896,162547.021,2653814.78234,0,0,2521772.28234,84092.5,47950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136062189.84149998,136059786.8035,0,0,0,0,135876344.32500002,183442.4785,2403.038,0,0,2403.038,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",392516964.14865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102475252.56448,90609290.09630999,0,0,0,0,0,90609290.09630999,11865962.46817,11865962.46817,0,0,290041711.58417,221849337.33453,840351.0234899999,0,840351.0234899999,0,9572806.47238,500,0,500,60488,542729.50716,,,,,,542729.50716,0,0,542729.50716,0,104134080.52916999,0,0,104134080.52916999,106698381.80233,87560722.05923,1463461.67947,17674198.06363,67950910.35704,4000,4000,0,0,0,53902055.4,0,0,0,0,0,0,0,136700,0,136700,13908154.95704,0,0,0,0,13908154.95704,0,0,0,0,0,0,0,0,0,0,0,241463.89260000002,7511.41858,0,233952.47402000002,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",6077975.805,575951.5199999999,570645.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570645.72,0,0,0,0,0,0,0,0,0,0,0,0,570645.72,0,0,7914.5289999999995,63599.424,499131.76700000005,0,0,0,0,0,0,0,0,0,0,0,0,5305.799999999999,367.676,0,0,0,0,0,0,0,0,0,0,0,0,367.676,0,0,0,78.367,289.30899999999997,0,0,0,0,0,0,0,0,0,0,0,0,4938.124,0,0,0,0,0,0,0,0,0,0,0,0,4938.124,0,0,0,422.889,4515.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502024.285,5502024.285,0,0,0,5000,0,5497024.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",214070092.59063,116769596.8811,103926407.94156,82708049.26114,0,0,0,0,0,0,69152084.23723,1132681.36747,16569478.136739999,51219633.30198,230291.43104,0,13322662.023909999,1028055.25913,9974113.5099,1653900.8350199999,666292.41986,300,233303,1000,7000,14798,88600,121905,0,0,0,0,0,0,21218358.68042,0,0,0,0,0,0,0,0,0,0,0,0,19819198.09142,0,0,12682962.337180002,5725103.58644,1411132.1678,1399160.5890000002,1957.28657,0,34224.5522,128388.62241000001,1234590.1278199998,0,0,0,0,0,0,12843188.939539999,9253826.99469,8416742.42462,648054.7509399999,5205951.68866,2187924.28488,374811.70014000003,0,0,0,0,0,0,0,832839.61711,0,7391.96577,12832.93568,562319.89131,250294.82435,4244.95296,0,0,0,2244.95296,2000,0,0,0,0,0,0,3589361.94485,919841.135,0,0,919841.135,0,0,0,0,0,0,0,0,2568537.95152,7840,45970.91698,232521.76582,1918555.56455,363649.70417,100982.85833,0,0,2054.03395,8883.41268,90045.4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97300495.70953001,40756450.24317,0,0,0,26872144.29235,0,13884305.95082,56544045.46636,0,0,56544045.46636,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",494028535.75894004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172230236.41543,69485182.79285,0,0,0,0,0,69485182.79285,102745053.62258,12977089.19058,81623087.608,8144876.824,321798299.34351003,309543900.22542,10028042.251430001,10028042.251430001,0,3794061.996,471446.241,397838.614,395558.614,2280,16491544.938350001,0,,,,,,0,0,0,0,0,246940209.75777,0,152424819.31743,94515390.44034,31420756.42687,29581219.378229998,1670439.59699,169097.45165,11204741.76537,97600,97600,0,0,0,19786,282712.10000000003,282712.10000000003,0,0,0,0,0,0,0,0,10804143.66537,7430223.048529999,0,0,0,3373920.6168400003,500,0,0,0,0,0,0,0,500,0,0,1049657.35272,0,0,1049657.35272,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",14828877.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14828877.0459,0,0,0,0,0,0,0,14828877.0459,0,11170614.441159999,3658262.60474,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
