"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",92580054314.96758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181807385.59185,161252306.1891,0,0,0,0,0,161252306.1891,20555079.40275,0,19078279.40275,1476800,2637757881.37573,2282167395.71674,17602368.92098,17602368.92098,0,584065.822,183162.6,1230731.99796,0,1230731.99796,1657113433.6692,0,0,0,0,0,0,0,0,0,0,0,419652001.70915,200300716.84613,31255991.44882,188095293.4142,185801630.99745,14299708.78778,2218302.82827,169283619.3814,195601474.40189,4900863.07229,4900863.07229,0,0,0,2160156.3281,3099401.2696,0,3099401.2696,3119606.11199,3119606.11199,0,0,3169840.07735,196255.84535,2973584.232,179083057.54256,3576915.41988,0,1232600.001,31500,174242042.12168,68550,0,0,0,0,0,0,0,68550,0,811762.60606,159177248.65104,142641518.81012,0,16535729.84092,,,,,,,,,0,16615000,8565000,110000,210000,7730000,89743874048,0,0,0,10240000,0,10240000,6201344,719065088,659769344,59295744,89008367616,1258014720,14065340416,23936348160,49748664320,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",4714674583619.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637126957.39155,1017255131.37124,10500887.54545,9172179.5802,23570000,2942100,0,971069964.24559,5619871826.02031,2633172373.27501,1809094591.15768,1177604861.58762,64790010062.25967,28779453198.43141,1145702784.39263,1145702784.39263,0,119525426.44742,249828518.21002,1196708789.46345,1167999926.41927,28708863.04418,5501734868.09407,10083112.96132,4952147.19109,1503221.97486,,3448925.21623,,5130965.77023,0,0,5130965.77023,0,18681132981.23356,0,522707148.77228,18158425832.46128,1874736717.62894,1019592456.19642,116607491.28171,738536770.15081,33337082567.6676,282216677.05817,282216677.05817,0,0,0,3423431970.0965,28059667591.148,27940224897.286,119442693.862,406734500.32621,2529972.99826,6130,404198397.32795,214092906.04758,6213818,207879088.04758,950013339.35069,84359983.30834,21514100.5,27220378.9,957609.18,815961267.46235,925583.64045,0,146500,0,0,0,0,0,598500,180583.64045,17785208.9105,2655689087.25016,11895401.91606,0,2643793685.3341,,,,,,,,,0,422735000,305535000,15640000,10020000,91540000,4642824711600,50322149100,502200000,49819949100,81453600,23844375,57609225,453650625,5647852575,5597059500,50793075,3105870595425,110367775125,478129882050,189584503425,2327788434825,751334002425,727814342250,1300665600
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",178556042761.64374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56361099746.17445,56140033770.48951,6961084.3566,0,0,17431393.01236,0,56115641293.12055,221065975.68494,156013414.68494,12688600,52363961,3117788823.46927,641615589.51544,119890396.30263,119890396.30263,0,187861,0,0,0,0,113807763.92793,348543.45021,0,0,0,0,0,348543.45021,0,0,348543.45021,0,180491316.34367,0,61127896.08182,119363420.26185,226889708.491,212557670.95368,6718199.85736,7613837.67996,772682507.46992,4799236.63486,4799236.63486,0,0,0,0,0,0,0,3525999.81603,3525999.81603,0,0,3052038.415,3042038.415,10000,759017838.03884,63122843.4832,0,2331501.109,157130,693406363.44664,2287394.56519,0,0,0,1435401.106,0,0,0,31500,820493.45919,428260.58865,1703062465.89526,1681236700.10283,0,21825765.79243,,,,,,,,,0,34330000,19955000,805000,1330000,12240000,119042824192,0,0,0,0,0,0,10643456,661530624,661084160,446464,118370650112,7973625856,42165280768,7064127488,61167616000,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",1028951430.2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674122974.95084,37931240.65894,10454593.054,0,0,0,0,27476647.60494,636191734.2919,0,0,636191734.2919,354828455.28586,125723998.77646,8250157.28432,8250157.28432,0,0,5431894.83927,652.7,0,652.7,22242937.77121,0,0,0,0,0,0,0,0,0,0,0,61547919.60627,0,100318.422,61447601.18427,28250436.57539,511197.96754,0,27739238.60785,202073877.03355,452000,452000,0,0,0,182201364.40182,0,0,0,0,0,0,0,18841062.63173,0,18841062.63173,0,0,0,0,0,0,579450,0,0,0,0,0,0,0,338550,240900,0,27030579.47585,71221.90624,9299645.92222,17659711.64739,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",15362557631801.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27618156348.32354,11944066562.16824,6248444943.8995,92871664.4,2385000,4369128022.579,84000,1231152931.28974,15674089786.1553,0,14806961393.07322,867128393.08208,97507639384.72498,78868112985.36726,666913138.64407,516620809.86407,150292328.78,642890007.74812,1017979599.76643,249014531.68477,247155612.73129,1858918.95348,3637218845.8705,10447254.94616,4049379.78433,,,4049379.78433,,6397875.16183,0,0,6397875.16183,0,70705523190.19427,0,1824006386.50886,68881516803.68542,1938126416.51294,97326124.29369,0,1840800292.21925,15195385392.83503,64979797.73264,64979797.73264,0,0,371000,12983922041.50077,326498902.66401,318898941.14054,7599961.52347,500323253.8677,171807.2,1430480.38626,498720966.28144,182744133.42916,129580284.9418,53163848.48736,1131869233.39832,55582933.92986,4315288.636,4533560,954300.001,1066483150.83146,4677030.24243,0,300000,691000,0,2000,0,0,26000,3658030.24243,2458724164.74808,985416841.77459,738746604.00577,0,246670237.76882,,,,,,,,,0,731060000,502295000,114925000,54070000,59770000,15236700776068,1631210905808,365521640704,1265689265104,3796032240,2723571312,1072460928,40957664,3652534688,3639119616,13415072,12224266641204,158190004328,1455857562344,228538292224,10381680782308,499945317344,873788387120,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",373772516338.81757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9732143303.74232,1645415580.33905,63209021.9246,2232510.75,1288000,997854091.04461,0,580831956.61984,8086727723.40327,377981065.46879,6133866362.10738,1574880295.8271,8358133285.07526,7255826628.76392,941110815.56207,941110815.56207,0,331520196.32711,350320.74,100369.59419,100369.59419,0,2182062070.13554,1289552.47087,0,0,0,0,0,1289552.47087,0,0,1289552.47087,0,1989762860.06109,0,468469015.37857,1521293844.68252,1809630443.87305,551524138.57503,273327108.81289,984779196.48513,689980500.50788,195395257.98,195395257.98,0,0,0,20230,453126.5,179432.8,273693.7,55011287.02386,1562400,0,53448887.02386,41515689.20847,41515689.20847,0,377605184.60088,36690332.22842,9468700,35469301.002,3713739.102,292263112.26846,19979725.19467,0,0,0,0,0,0,0,7500,19972225.19467,259758254.77438,152567901.02908,1096058.89465,3165713.7676,148306128.36683,,,,,,,,,0,288260000,177255000,5465000,5130000,100410000,355393979750,34350682500,0,34350682500,0,0,0,62167500,567038475,553948875,13089600,319355218775,18000307775,77534449425,43008086025,180812375550,0,1058872500,0
1216,"Акционерное общество Страховая компания ""Чулпан""",221621702155.01443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111504641.08718,3572756.1202,0,0,0,1066916.70913,0,2505839.41107,107931884.96698,115655.45518,107773837.7538,42391.758,25856593.92727,23572177.14036,3265397.47762,3265397.47762,0,0,0,28671.23254,0,28671.23254,19650,10209.5,0,0,0,0,0,10209.5,0,0,10209.5,0,6899606.36557,0,125003.02053,6774603.34504,13348642.56463,2489541.52064,10591060.35348,268040.69051,2217857.32319,93418.096,93418.096,0,0,0,16400,128980,0,128980,65329.685,4000,0,61329.685,8800,0,8800,1893929.54219,404208.866,0,5270,100,1484350.67619,11000,0,0,0,0,0,0,0,11000,0,0,66559.46372,0,0,66559.46372,,,,,,,,,0,24035000,17695000,540000,5110000,690000,221460305920,0,0,0,0,0,0,0,4538368,4538368,0,221455767552,4953128960,57887844352,5111664640,153503129600,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",458391018853.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130204867.35221,2005273732.57349,143248838.11187,81969300,0,0,0,1780055594.46162,2124931134.77872,1325842868.02872,650461298.81,148626967.94,20015295554.44789,14971716697.88072,571019439.45087,571019439.45087,0,402554.4,0,5602710.82118,5602710.82118,0,12980544243.20402,0,0,0,0,0,0,0,0,0,0,0,1055745003.7018,177186616.48514,22598727.55895,855959659.65771,358402746.30285,45969580.76718,276275540.72336,36157624.81231,894431687.29955,128919148.8215,128919148.8215,0,0,0,0,84843.22,84843.22,0,0,0,0,0,6346982.57028,6346982.57028,0,759030712.68777,998683.54799,0,1097000,206550,756728479.13978,50000,0,0,0,0,0,0,0,50000,0,0,4149147169.26762,396013072.76176,0,3753134096.50586,,,,,,,,,0,24700000,17510000,580000,470000,6140000,434220818432,38467584000,0,38467584000,0,0,0,227770368,84514816,62003200,22511616,340310222848,10937149440,61569820672,5501368320,262301884416,55130726400,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",210825172746.4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786936996.30447,2420814069.66677,1701483996.38855,69921505.74979,740000,2689346.29975,0,645979221.22868,1366122926.6377,0,0,1366122926.6377,5380201374.13961,3435615584.07256,400291350.45011,400291350.45011,0,461384248.92122,2745686.40323,62222087.93817,55269919.95365,6952167.98452,355496480.40596,20078644.82284,17387753.834510002,13719615.4743,,3668138.36021,,2690890.98833,4859.352,0,2686031.63633,0,1725443897.30662,91460716.85491,118266681.69448,1515716498.75723,407953187.82441,33962467.66543,20560640.27277,353430079.88621,1840528544.27289,41802500.007,41802500.007,0,0,0,4008842.17863,1726064726.17933,1725215746.86397,848979.31536,9824555.70623,0,0,9824555.70623,1520541.1,1145541.1,375000,55772677.59,28822133.97096,0,1908800.001,0,25041743.61804,1534701.5117,0,0,629349.5,0,30455,0,0,283500,591397.0117,20134648.4545,83922597.33966,12916891.27319,0,71005706.06647,,,,,,,,,0,58315000,43745000,0,840000,13730000,201599719376,5265612800,0,5265612800,406214656,327499776,78714880,156143616,1983647744,1979654144,3993600,193788100560,8104984576,11782823888,43909840896,129990451200,0,0,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",286606354.73498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212956738.23376,2766278.88553,0,0,0,1838350,0,927928.88553,210190459.34823,0,209414286.311,776173.03723,73649616.50122,60202160.97722,5795397.423,5795397.423,0,0,0,0,0,0,52595472.64988,0,0,0,0,0,0,0,0,0,0,0,1117606.72326,343163.781,0,774442.94226,693684.18108,671386.14308,22298.038,0,268198.524,82500,82500,0,0,0,0,0,0,0,1000,0,0,1000,2000,0,2000,182698.524,0,0,16300,0,166398.524,0,0,0,0,0,0,0,0,0,0,0,13179257,13179257,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",99877268.21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67169518.12722,29927176.68625,6503.6145,0,0,0,0,29920673.07175,37242341.44097,28743.48647,0,37213597.9545,32707750.08814,4986846.84439,1491138.509,1491138.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321914.27,0,0,1321914.27,2173794.06539,0,2084737.42,89056.64539,13627063.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696080,0,0,0,0,696080,12930983.911,0,0,0,0,0,0,0,3000,12927983.911,0,14093839.33275,305576.8211,0,13788262.51165,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",381955120924.6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826501657.31077,1576424104.16577,8948650.55745,7297400,0,1368172980.77,0,192005072.83832,250077553.145,0,244628538.145,5449015,3674770861.99372,3505598725.18427,105991173.92035,105242653.78961,748520.13074,92224403.18074,59000,372875.42014,0,372875.42014,6949864.398,0,0,0,0,0,0,0,0,0,0,0,1495601938.48042,30100,12791813.17973,1482780025.30069,1804399469.78462,2150887.00514,2309435.47246,1799939147.30702,119660264.71085,40180507.27905,40180507.27905,0,0,0,47905.4,301584.211,301584.211,0,6026139.06136,0,0,6026139.06136,202550,202550,0,64730231.45705,12362250.02473,0,852300,43000,51472681.43232,8171347.30239,0,7000,0,0,0,0,0,0,8164347.30239,0,49511872.0986,8747479.34595,0,40764392.75265,,,,,,,,,0,18560000,12875000,205000,510000,4970000,376435288405.333,4811161600,4811161600,0,0,0,0,25190400,68915200,68915200,0,267230808405.333,18955671893.333,66072290645.3334,5271552000,176931293866.6666,64299212800,40000000000,0
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",271986123.05999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47926849.50904,47926849.50904,0,0,0,0,0,47926849.50904,0,0,0,0,224059273.55095,210595702.05445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210595702.05445,0,0,210595702.05445,6303050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6303050,0,0,0,0,6303050,0,0,0,0,0,0,0,0,0,0,0,7160521.4965,0,0,7160521.4965,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",5243596.77525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133076.11665,1133076.11665,0,0,0,0,0,1133076.11665,0,0,0,0,4110520.6586,4049580.6586,246498.59422,246498.59422,0,0,16000,0,0,0,0,1105864.967,1105864.967,1105864.967,,,,0,0,0,0,0,2399518.77483,0,0,2399518.77483,281698.32255,238727.73955,17364.3,25606.283,60940,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,53940,0,0,0,0,53940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
