year_quarter,metric,line_type,linemain,insurer,value
2023-10-01,total_premiums,non-life,"авиа, море, грузы",3941,0.00013095215
2023-10-01,total_premiums,non-life,"авиа, море, грузы",3947,0.1918307923699999
2023-10-01,total_premiums,non-life,"авиа, море, грузы",3954,0.06270498277799999
2023-10-01,total_premiums,non-life,"авиа, море, грузы",3969,0.00036104718
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4133,-0.00011364918
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4174,-0.00222626099799998
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4326,0.1776935725399999
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4331,0.991080435862
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4351,3.5332359971000007
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4359,0.00451784718
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4375,0.03254082565599998
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4379,0.0584538133999999
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4382,0.03276451795
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4392,9.08e-06
2023-10-01,total_premiums,non-life,"авиа, море, грузы",4393,5.808709999997518e-06
2023-10-01,total_premiums,non-life,"авиа, море, грузы",total,27.815857847874003
2023-10-01,total_premiums,non-life,дмс,0001,2.0302786202399985
2023-10-01,total_premiums,non-life,дмс,0141,0.18770905575499985
2023-10-01,total_premiums,non-life,дмс,0191,0.18328284738999995
2023-10-01,total_premiums,non-life,дмс,0206,0.090263555835
2023-10-01,total_premiums,non-life,дмс,0290,0.016583113965
2023-10-01,total_premiums,non-life,дмс,0348,0.015977028229999902
2023-10-01,total_premiums,non-life,дмс,0397,0.04344725405999995
2023-10-01,total_premiums,non-life,дмс,0436,0.000842625
2023-10-01,total_premiums,non-life,дмс,0448,0.0029311999999999
2023-10-01,total_premiums,non-life,дмс,0518,0.0925078364299999
2023-10-01,total_premiums,non-life,дмс,0585,0.01795040285499995
2023-10-01,total_premiums,non-life,дмс,0621,2.8472669084550013
2023-10-01,total_premiums,non-life,дмс,0630,0.1348854784099999
2023-10-01,total_premiums,non-life,дмс,0667,0.0200844360299999
2023-10-01,total_premiums,non-life,дмс,0915,0.170324159325
2023-10-01,total_premiums,non-life,дмс,0928,3.2204522047550013
2023-10-01,total_premiums,non-life,дмс,1083,0.0796170476799999
2023-10-01,total_premiums,non-life,дмс,1182,0.09369517986499991
2023-10-01,total_premiums,non-life,дмс,1208,7.989710370720003
2023-10-01,total_premiums,non-life,дмс,1209,5.265937272389998
2023-10-01,total_premiums,non-life,дмс,1216,0.0330981636399999
2023-10-01,total_premiums,non-life,дмс,1284,2.7391558409199996
2023-10-01,total_premiums,non-life,дмс,1307,0.646177473165
2023-10-01,total_premiums,non-life,дмс,1336,0.14841978489999996
2023-10-01,total_premiums,non-life,дмс,1412,0.01265185885499995
2023-10-01,total_premiums,non-life,дмс,1427,0.0203145640549999
2023-10-01,total_premiums,non-life,дмс,1580,0.00185310076
2023-10-01,total_premiums,non-life,дмс,1623,0.036311205029999905
2023-10-01,total_premiums,non-life,дмс,1675,0.922412909005
2023-10-01,total_premiums,non-life,дмс,1820,0.001209071
2023-10-01,total_premiums,non-life,дмс,1834,0.4088845687
2023-10-01,total_premiums,non-life,дмс,1858,0.00145086541
2023-10-01,total_premiums,non-life,дмс,2027,0.01831483424999985
2023-10-01,total_premiums,non-life,дмс,2042,0.002650201215
2023-10-01,total_premiums,non-life,дмс,2239,10.82910589537
2023-10-01,total_premiums,non-life,дмс,2346,0.0497034255999999
2023-10-01,total_premiums,non-life,дмс,2496,0.5123673270700001
2023-10-01,total_premiums,non-life,дмс,2619,0.02232585734999995
2023-10-01,total_premiums,non-life,дмс,2682,0.009105
2023-10-01,total_premiums,non-life,дмс,2733,0.0758361094249999
2023-10-01,total_premiums,non-life,дмс,2877,0.06003775631
2023-10-01,total_premiums,non-life,дмс,2917,0.0019087168349999999
2023-10-01,total_premiums,non-life,дмс,2947,-0.24114821714999998
2023-10-01,total_premiums,non-life,дмс,3064,0.0328020537049999
2023-10-01,total_premiums,non-life,дмс,3128,0.023648555
2023-10-01,total_premiums,non-life,дмс,3211,0.2021644344750001
2023-10-01,total_premiums,non-life,дмс,3225,0.00079335827
2023-10-01,total_premiums,non-life,дмс,3229,0.03134962525999995
2023-10-01,total_premiums,non-life,дмс,3268,0.008736
2023-10-01,total_premiums,non-life,дмс,3300,0.07740128670499999
2023-10-01,total_premiums,non-life,дмс,3398,0.44653340313999995
2023-10-01,total_premiums,non-life,дмс,3447,12.09499603283
2023-10-01,total_premiums,non-life,дмс,3511,0.0471095907499999
2023-10-01,total_premiums,non-life,дмс,3528,0.0082411659999999
2023-10-01,total_premiums,non-life,дмс,3594,0.008692
2023-10-01,total_premiums,non-life,дмс,3609,0.000251871
2023-10-01,total_premiums,non-life,дмс,3692,0.01473957004
2023-10-01,total_premiums,non-life,дмс,3748,0.2042803637199999
2023-10-01,total_premiums,non-life,дмс,3799,0.0612133936799999
2023-10-01,total_premiums,non-life,дмс,3823,0.0891614674999999
2023-10-01,total_premiums,non-life,дмс,3826,0.050281376205
2023-10-01,total_premiums,non-life,дмс,3828,1.5801880914199997
2023-10-01,total_premiums,non-life,дмс,3837,-0.0080704406599999
2023-10-01,total_premiums,non-life,дмс,3847,0.12121665915999989
2023-10-01,total_premiums,non-life,дмс,3867,0.001191815935
2023-10-01,total_premiums,non-life,дмс,3879,0.00481147277
2023-10-01,total_premiums,non-life,дмс,3941,0.185276158435
2023-10-01,total_premiums,non-life,дмс,3943,0.04587834967
2023-10-01,total_premiums,non-life,дмс,3954,0.35188362716
2023-10-01,total_premiums,non-life,дмс,3972,0.11204902332
2023-10-01,total_premiums,non-life,дмс,3984,0.7030416109600001
2023-10-01,total_premiums,non-life,дмс,3987,3.40021e-05
2023-10-01,total_premiums,non-life,дмс,4008,0.0009010788599999
2023-10-01,total_premiums,non-life,дмс,4014,0.00294586136
2023-10-01,total_premiums,non-life,дмс,4079,0.38638273126
2023-10-01,total_premiums,non-life,дмс,4105,0.1022933168099999
2023-10-01,total_premiums,non-life,дмс,4117,0.02717585897999995
2023-10-01,total_premiums,non-life,дмс,4174,-3.958350500000006e-05
2023-10-01,total_premiums,non-life,дмс,4179,0.0001436845
2023-10-01,total_premiums,non-life,дмс,4326,0.0065292695149999
2023-10-01,total_premiums,non-life,дмс,4331,2.4329807301399997
2023-10-01,total_premiums,non-life,дмс,4351,0.03898769774
2023-10-01,total_premiums,non-life,дмс,4358,0.0322134259999999
2023-10-01,total_premiums,non-life,дмс,4365,6.761000000000001e-05
2023-10-01,total_premiums,non-life,дмс,4380,0.0002770857149999
2023-10-01,total_premiums,non-life,дмс,total,58.34664759503
2023-10-01,total_premiums,non-life,каско и ж/д,0001,2.9939995930700003
2023-10-01,total_premiums,non-life,каско и ж/д,0141,0.0033871176199999
2023-10-01,total_premiums,non-life,каско и ж/д,0191,2.2903299826
2023-10-01,total_premiums,non-life,каско и ж/д,0206,0.0044818080599999
2023-10-01,total_premiums,non-life,каско и ж/д,0235,0.0071242991499999
2023-10-01,total_premiums,non-life,каско и ж/д,0290,0.99422503682
2023-10-01,total_premiums,non-life,каско и ж/д,0397,0.12025862468
2023-10-01,total_premiums,non-life,каско и ж/д,0518,0.00844881603
2023-10-01,total_premiums,non-life,каско и ж/д,0585,0.0109167524599999
2023-10-01,total_premiums,non-life,каско и ж/д,0621,8.51976189189
2023-10-01,total_premiums,non-life,каско и ж/д,0630,0.4285860065199999
2023-10-01,total_premiums,non-life,каско и ж/д,0796,0.0062277676399999
2023-10-01,total_premiums,non-life,каско и ж/д,0915,0.2110703046099999
2023-10-01,total_premiums,non-life,каско и ж/д,0928,11.951420102819998
2023-10-01,total_premiums,non-life,каско и ж/д,1083,1.10836838832
2023-10-01,total_premiums,non-life,каско и ж/д,1182,0.0935515242699999
2023-10-01,total_premiums,non-life,каско и ж/д,1208,5.932662785040001
2023-10-01,total_premiums,non-life,каско и ж/д,1209,10.174385076350005
2023-10-01,total_premiums,non-life,каско и ж/д,1216,0.0407205689599999
2023-10-01,total_premiums,non-life,каско и ж/д,1284,6.526477967560003
2023-10-01,total_premiums,non-life,каско и ж/д,1307,6.521318860009998
2023-10-01,total_premiums,non-life,каско и ж/д,1336,0.04559602413
2023-10-01,total_premiums,non-life,каско и ж/д,1412,0.1202024052999999
2023-10-01,total_premiums,non-life,каско и ж/д,1427,0.9352730389
2023-10-01,total_premiums,non-life,каско и ж/д,1587,0.0034561134
2023-10-01,total_premiums,non-life,каско и ж/д,1675,2.68524883048
2023-10-01,total_premiums,non-life,каско и ж/д,1834,1.49798899919
2023-10-01,total_premiums,non-life,каско и ж/д,1858,0.00434016572
2023-10-01,total_premiums,non-life,каско и ж/д,2027,0.03484411461
2023-10-01,total_premiums,non-life,каско и ж/д,2042,0.06326208551
2023-10-01,total_premiums,non-life,каско и ж/д,2239,13.523378834009998
2023-10-01,total_premiums,non-life,каско и ж/д,2346,0.2049576205099999
2023-10-01,total_premiums,non-life,каско и ж/д,2496,0.56691187502
2023-10-01,total_premiums,non-life,каско и ж/д,2619,0.21741602976
2023-10-01,total_premiums,non-life,каско и ж/д,2682,0.15326057058
2023-10-01,total_premiums,non-life,каско и ж/д,2877,0.01768007915
2023-10-01,total_premiums,non-life,каско и ж/д,2947,0.11988279524
2023-10-01,total_premiums,non-life,каско и ж/д,3064,0.04461711229
2023-10-01,total_premiums,non-life,каско и ж/д,3211,1.7476186696300005
2023-10-01,total_premiums,non-life,каско и ж/д,3225,0.4007391661799999
2023-10-01,total_premiums,non-life,каско и ж/д,3229,0.00079667041
2023-10-01,total_premiums,non-life,каско и ж/д,3268,0.001371
2023-10-01,total_premiums,non-life,каско и ж/д,3300,0.01148795442
2023-10-01,total_premiums,non-life,каско и ж/д,3398,-0.00068577329
2023-10-01,total_premiums,non-life,каско и ж/д,3767,0.09859261947
2023-10-01,total_premiums,non-life,каско и ж/д,3799,0.00382408116
2023-10-01,total_premiums,non-life,каско и ж/д,3847,0.0027427
2023-10-01,total_premiums,non-life,каско и ж/д,3867,0.00594055709
2023-10-01,total_premiums,non-life,каско и ж/д,3941,0.13896923557
2023-10-01,total_premiums,non-life,каско и ж/д,3947,0.00076247054
2023-10-01,total_premiums,non-life,каско и ж/д,3954,0.1430480566699999
2023-10-01,total_premiums,non-life,каско и ж/д,4104,0.0139566498399999
2023-10-01,total_premiums,non-life,каско и ж/д,4174,-0.0071400121699999
2023-10-01,total_premiums,non-life,каско и ж/д,4279,0.000994014
2023-10-01,total_premiums,non-life,каско и ж/д,4326,0.0223068800999999
2023-10-01,total_premiums,non-life,каско и ж/д,4331,1.06543193778
2023-10-01,total_premiums,non-life,каско и ж/д,4349,0.001605796
2023-10-01,total_premiums,non-life,каско и ж/д,4351,3.02148960027
2023-10-01,total_premiums,non-life,каско и ж/д,4359,0.0011068985299999
2023-10-01,total_premiums,non-life,каско и ж/д,4360,-0.00037542648
2023-10-01,total_premiums,non-life,каско и ж/д,4379,0.00182944648
2023-10-01,total_premiums,non-life,каско и ж/д,4380,0.0021185909
2023-10-01,total_premiums,non-life,каско и ж/д,total,84.86457175138
2023-10-01,total_premiums,non-life,нс и оглс,0001,1.6675959029799998
2023-10-01,total_premiums,non-life,нс и оглс,0141,0.00244346334
2023-10-01,total_premiums,non-life,нс и оглс,0191,7.2098507399
2023-10-01,total_premiums,non-life,нс и оглс,0206,0.00706904034
2023-10-01,total_premiums,non-life,нс и оглс,0235,0.00406245852
2023-10-01,total_premiums,non-life,нс и оглс,0290,0.0310286098
2023-10-01,total_premiums,non-life,нс и оглс,0348,1.1826039999999993e-05
2023-10-01,total_premiums,non-life,нс и оглс,0397,0.06874168374
2023-10-01,total_premiums,non-life,нс и оглс,0436,0.1570708226599999
2023-10-01,total_premiums,non-life,нс и оглс,0518,0.0011216371999999
2023-10-01,total_premiums,non-life,нс и оглс,0585,0.01322057108
2023-10-01,total_premiums,non-life,нс и оглс,0621,2.7756772899900004
2023-10-01,total_premiums,non-life,нс и оглс,0630,0.06259319009
2023-10-01,total_premiums,non-life,нс и оглс,0667,0.20609989078
2023-10-01,total_premiums,non-life,нс и оглс,0796,6.761046999999996e-05
2023-10-01,total_premiums,non-life,нс и оглс,0915,0.31243536211
2023-10-01,total_premiums,non-life,нс и оглс,0928,1.84925114975
2023-10-01,total_premiums,non-life,нс и оглс,1083,0.23495104538
2023-10-01,total_premiums,non-life,нс и оглс,1182,0.0907039068599999
2023-10-01,total_premiums,non-life,нс и оглс,1208,5.7477413486900035
2023-10-01,total_premiums,non-life,нс и оглс,1209,1.9388110645899996
2023-10-01,total_premiums,non-life,нс и оглс,1216,0.0102061038
2023-10-01,total_premiums,non-life,нс и оглс,1284,1.0361302081999997
2023-10-01,total_premiums,non-life,нс и оглс,1307,0.7614960372499999
2023-10-01,total_premiums,non-life,нс и оглс,1336,0.00165799359
2023-10-01,total_premiums,non-life,нс и оглс,1412,0.4040875288600001
2023-10-01,total_premiums,non-life,нс и оглс,1427,0.6785443153699999
2023-10-01,total_premiums,non-life,нс и оглс,1580,0.02370233365
2023-10-01,total_premiums,non-life,нс и оглс,1587,0.0002845751499999
2023-10-01,total_premiums,non-life,нс и оглс,1623,0.26782127076
2023-10-01,total_premiums,non-life,нс и оглс,1675,0.60016411038
2023-10-01,total_premiums,non-life,нс и оглс,1820,7.868499999999994e-05
2023-10-01,total_premiums,non-life,нс и оглс,1834,0.4240178453600001
2023-10-01,total_premiums,non-life,нс и оглс,1858,0.00272435425
2023-10-01,total_premiums,non-life,нс и оглс,2027,0.02735247189
2023-10-01,total_premiums,non-life,нс и оглс,2042,0.0071549705299999
2023-10-01,total_premiums,non-life,нс и оглс,2239,0.4086293361599999
2023-10-01,total_premiums,non-life,нс и оглс,2346,0.0368540915299999
2023-10-01,total_premiums,non-life,нс и оглс,2496,0.27000393877
2023-10-01,total_premiums,non-life,нс и оглс,2619,0.1883377246199999
2023-10-01,total_premiums,non-life,нс и оглс,2682,0.17309931393
2023-10-01,total_premiums,non-life,нс и оглс,2708,8.532000000000004e-05
2023-10-01,total_premiums,non-life,нс и оглс,2733,0.02531008398
2023-10-01,total_premiums,non-life,нс и оглс,2877,0.0306220035599999
2023-10-01,total_premiums,non-life,нс и оглс,2917,0.00616876227
2023-10-01,total_premiums,non-life,нс и оглс,2947,0.533531034
2023-10-01,total_premiums,non-life,нс и оглс,3064,0.0297957011499999
2023-10-01,total_premiums,non-life,нс и оглс,3128,1.0500000000000003e-06
2023-10-01,total_premiums,non-life,нс и оглс,3211,0.98903478706
2023-10-01,total_premiums,non-life,нс и оглс,3225,0.00491623097
2023-10-01,total_premiums,non-life,нс и оглс,3229,0.03301043819
2023-10-01,total_premiums,non-life,нс и оглс,3300,0.0129791716899999
2023-10-01,total_premiums,non-life,нс и оглс,3398,0.0771372540299999
2023-10-01,total_premiums,non-life,нс и оглс,3447,0.3026972371199999
2023-10-01,total_premiums,non-life,нс и оглс,3507,1.20078348497
2023-10-01,total_premiums,non-life,нс и оглс,3511,0.00013924419
2023-10-01,total_premiums,non-life,нс и оглс,3594,0.0218097
2023-10-01,total_premiums,non-life,нс и оглс,3609,0.02414928783
2023-10-01,total_premiums,non-life,нс и оглс,3692,0.0116343662999999
2023-10-01,total_premiums,non-life,нс и оглс,3748,0.2028739704699999
2023-10-01,total_premiums,non-life,нс и оглс,3767,0.0969912213399999
2023-10-01,total_premiums,non-life,нс и оглс,3799,0.000375152
2023-10-01,total_premiums,non-life,нс и оглс,3823,0.22117384668
2023-10-01,total_premiums,non-life,нс и оглс,3825,0.0042130247899999
2023-10-01,total_premiums,non-life,нс и оглс,3826,0.0001751692499999
2023-10-01,total_premiums,non-life,нс и оглс,3828,0.07747498398
2023-10-01,total_premiums,non-life,нс и оглс,3847,0.00848466352
2023-10-01,total_premiums,non-life,нс и оглс,3866,-0.0002389335099998
2023-10-01,total_premiums,non-life,нс и оглс,3867,0.07301231734
2023-10-01,total_premiums,non-life,нс и оглс,3870,0.01133080157
2023-10-01,total_premiums,non-life,нс и оглс,3879,0.01305792551
2023-10-01,total_premiums,non-life,нс и оглс,3941,0.13907359204
2023-10-01,total_premiums,non-life,нс и оглс,3954,0.1149377188699999
2023-10-01,total_premiums,non-life,нс и оглс,3972,0.4431172357999999
2023-10-01,total_premiums,non-life,нс и оглс,3984,0.48969713802
2023-10-01,total_premiums,non-life,нс и оглс,3987,0.00017407857
2023-10-01,total_premiums,non-life,нс и оглс,3998,7.659999999999991e-05
2023-10-01,total_premiums,non-life,нс и оглс,4001,0.0004525113099999
2023-10-01,total_premiums,non-life,нс и оглс,4008,0.0021056080199999
2023-10-01,total_premiums,non-life,нс и оглс,4014,0.01672568933
2023-10-01,total_premiums,non-life,нс и оглс,4079,0.1495873019299999
2023-10-01,total_premiums,non-life,нс и оглс,4104,0.13844949495
2023-10-01,total_premiums,non-life,нс и оглс,4105,0.20611388519
2023-10-01,total_premiums,non-life,нс и оглс,4117,0.02391359607
2023-10-01,total_premiums,non-life,нс и оглс,4174,-0.00113709588
2023-10-01,total_premiums,non-life,нс и оглс,4179,0.05140160249
2023-10-01,total_premiums,non-life,нс и оглс,4326,0.02713530526
2023-10-01,total_premiums,non-life,нс и оглс,4331,2.9673449790500004
2023-10-01,total_premiums,non-life,нс и оглс,4351,0.4099755426
2023-10-01,total_premiums,non-life,нс и оглс,4358,0.0711987327
2023-10-01,total_premiums,non-life,нс и оглс,4380,0.0473230392
2023-10-01,total_premiums,non-life,нс и оглс,total,37.01329167913
2023-10-01,total_premiums,non-life,осаго,0001,8.34403869851
2023-10-01,total_premiums,non-life,осаго,0141,0.0105298135999999
2023-10-01,total_premiums,non-life,осаго,0191,4.424689161980001
2023-10-01,total_premiums,non-life,осаго,0397,0.5117871270499997
2023-10-01,total_premiums,non-life,осаго,0518,0.15159301977
2023-10-01,total_premiums,non-life,осаго,0585,0.08129610728
2023-10-01,total_premiums,non-life,осаго,0621,10.828761495979998
2023-10-01,total_premiums,non-life,осаго,0630,0.4949910636499999
2023-10-01,total_premiums,non-life,осаго,0915,0.10475492347
2023-10-01,total_premiums,non-life,осаго,0928,13.58382084776
2023-10-01,total_premiums,non-life,осаго,1083,1.20027339956
2023-10-01,total_premiums,non-life,осаго,1208,6.365407355360001
2023-10-01,total_premiums,non-life,осаго,1209,15.562874892140002
2023-10-01,total_premiums,non-life,осаго,1216,0.21881589982
2023-10-01,total_premiums,non-life,осаго,1284,3.884861435280001
2023-10-01,total_premiums,non-life,осаго,1307,2.5329086545199995
2023-10-01,total_premiums,non-life,осаго,1427,1.97471156281
2023-10-01,total_premiums,non-life,осаго,1587,5.3654389999999693e-05
2023-10-01,total_premiums,non-life,осаго,1675,0.3838856207300001
2023-10-01,total_premiums,non-life,осаго,1834,1.5312220759800002
2023-10-01,total_premiums,non-life,осаго,1858,0.1863183324499999
2023-10-01,total_premiums,non-life,осаго,2027,0.5941019321799997
2023-10-01,total_premiums,non-life,осаго,2239,15.732082355910004
2023-10-01,total_premiums,non-life,осаго,2346,0.35190330416
2023-10-01,total_premiums,non-life,осаго,2496,0.23248552785
2023-10-01,total_premiums,non-life,осаго,2619,1.4856488539199997
2023-10-01,total_premiums,non-life,осаго,2682,0.09583529352
2023-10-01,total_premiums,non-life,осаго,3064,0.2215838219399999
2023-10-01,total_premiums,non-life,осаго,3211,4.01066776388
2023-10-01,total_premiums,non-life,осаго,3229,0.0087002816499999
2023-10-01,total_premiums,non-life,осаго,3300,0.00872102373
2023-10-01,total_premiums,non-life,осаго,3954,0.3133910704599998
2023-10-01,total_premiums,non-life,осаго,4331,1.39087219152
2023-10-01,total_premiums,non-life,осаго,4351,-0.03959222386
2023-10-01,total_premiums,non-life,осаго,total,96.78399633895
2023-10-01,total_premiums,non-life,предпр. и фин риски,0001,0.4957687518309999
2023-10-01,total_premiums,non-life,предпр. и фин риски,0141,0.00129248841499995
2023-10-01,total_premiums,non-life,предпр. и фин риски,0191,0.43479007912999984
2023-10-01,total_premiums,non-life,предпр. и фин риски,0206,0.001334555835
2023-10-01,total_premiums,non-life,предпр. и фин риски,0212,0.10759210555399999
2023-10-01,total_premiums,non-life,предпр. и фин риски,0235,0.011241722998999901
2023-10-01,total_premiums,non-life,предпр. и фин риски,0290,0.11746515368
2023-10-01,total_premiums,non-life,предпр. и фин риски,0348,0.00087472823
2023-10-01,total_premiums,non-life,предпр. и фин риски,0397,0.021223270649999952
2023-10-01,total_premiums,non-life,предпр. и фин риски,0436,0.00856919399
2023-10-01,total_premiums,non-life,предпр. и фин риски,0518,5.850695999999999e-05
2023-10-01,total_premiums,non-life,предпр. и фин риски,0585,0.00029300437499994996
2023-10-01,total_premiums,non-life,предпр. и фин риски,0621,1.6033373335950007
2023-10-01,total_premiums,non-life,предпр. и фин риски,0630,0.01647704989
2023-10-01,total_premiums,non-life,предпр. и фин риски,0667,0.0010936630299999998
2023-10-01,total_premiums,non-life,предпр. и фин риски,0915,0.029755089778000003
2023-10-01,total_premiums,non-life,предпр. и фин риски,0928,1.400130140085
2023-10-01,total_premiums,non-life,предпр. и фин риски,1083,0.090758378395
2023-10-01,total_premiums,non-life,предпр. и фин риски,1182,0.011037288655
2023-10-01,total_premiums,non-life,предпр. и фин риски,1208,2.6477500277710004
2023-10-01,total_premiums,non-life,предпр. и фин риски,1209,0.7353065674339999
2023-10-01,total_premiums,non-life,предпр. и фин риски,1216,1.5087910000000031e-05
2023-10-01,total_premiums,non-life,предпр. и фин риски,1284,0.21976506153999986
2023-10-01,total_premiums,non-life,предпр. и фин риски,1307,0.6937683633409999
2023-10-01,total_premiums,non-life,предпр. и фин риски,1336,0.00046566944999995
2023-10-01,total_premiums,non-life,предпр. и фин риски,1412,0.07936362720499986
2023-10-01,total_premiums,non-life,предпр. и фин риски,1427,0.4051981575049999
2023-10-01,total_premiums,non-life,предпр. и фин риски,1580,0.02720025328
2023-10-01,total_premiums,non-life,предпр. и фин риски,1623,0.05456979184
2023-10-01,total_premiums,non-life,предпр. и фин риски,1675,0.252789584728
2023-10-01,total_premiums,non-life,предпр. и фин риски,1834,0.079387100165
2023-10-01,total_premiums,non-life,предпр. и фин риски,2027,0.00102884524999995
2023-10-01,total_premiums,non-life,предпр. и фин риски,2042,0.002960323995
2023-10-01,total_premiums,non-life,предпр. и фин риски,2239,1.7194318848110006
2023-10-01,total_premiums,non-life,предпр. и фин риски,2346,0.06538697210599999
2023-10-01,total_premiums,non-life,предпр. и фин риски,2496,0.050085416316999996
2023-10-01,total_premiums,non-life,предпр. и фин риски,2619,0.01679304883199995
2023-10-01,total_premiums,non-life,предпр. и фин риски,2682,0.50420024012
2023-10-01,total_premiums,non-life,предпр. и фин риски,2708,0.00712598071
2023-10-01,total_premiums,non-life,предпр. и фин риски,2733,0.006505897375
2023-10-01,total_premiums,non-life,предпр. и фин риски,2917,0.003661185725
2023-10-01,total_premiums,non-life,предпр. и фин риски,2947,0.43889373440100005
2023-10-01,total_premiums,non-life,предпр. и фин риски,3064,0.003113335595
2023-10-01,total_premiums,non-life,предпр. и фин риски,3211,0.080134514329
2023-10-01,total_premiums,non-life,предпр. и фин риски,3229,0.00239116811699985
2023-10-01,total_premiums,non-life,предпр. и фин риски,3300,0.0003001427089999
2023-10-01,total_premiums,non-life,предпр. и фин риски,3398,0.7748989113649999
2023-10-01,total_premiums,non-life,предпр. и фин риски,3507,0.11431687346
2023-10-01,total_premiums,non-life,предпр. и фин риски,3767,3.123526000000004e-05
2023-10-01,total_premiums,non-life,предпр. и фин риски,3799,0.0068507833399999996
2023-10-01,total_premiums,non-life,предпр. и фин риски,3815,0.009744414
2023-10-01,total_premiums,non-life,предпр. и фин риски,3826,4.562049999999971e-07
2023-10-01,total_premiums,non-life,предпр. и фин риски,3828,0.01463312697
2023-10-01,total_premiums,non-life,предпр. и фин риски,3847,0.00021081254
2023-10-01,total_premiums,non-life,предпр. и фин риски,3867,0.001249650725
2023-10-01,total_premiums,non-life,предпр. и фин риски,3941,0.0023456719249999
2023-10-01,total_premiums,non-life,предпр. и фин риски,3947,0.02246673365
2023-10-01,total_premiums,non-life,предпр. и фин риски,3954,0.212644400834
2023-10-01,total_premiums,non-life,предпр. и фин риски,3984,0.00615728011
2023-10-01,total_premiums,non-life,предпр. и фин риски,4104,0.03425801841
2023-10-01,total_premiums,non-life,предпр. и фин риски,4117,0.00145434634999995
2023-10-01,total_premiums,non-life,предпр. и фин риски,4133,-7.6428e-05
2023-10-01,total_premiums,non-life,предпр. и фин риски,4174,-0.00010842573399999007
2023-10-01,total_premiums,non-life,предпр. и фин риски,4189,0.6561639423400001
2023-10-01,total_premiums,non-life,предпр. и фин риски,4209,0.04843355298
2023-10-01,total_premiums,non-life,предпр. и фин риски,4293,0.30120436264
2023-10-01,total_premiums,non-life,предпр. и фин риски,4326,0.0015683747849999001
2023-10-01,total_premiums,non-life,предпр. и фин риски,4331,1.1926875299260002
2023-10-01,total_premiums,non-life,предпр. и фин риски,4334,0.2473792256799999
2023-10-01,total_premiums,non-life,предпр. и фин риски,4349,0.00877395247
2023-10-01,total_premiums,non-life,предпр. и фин риски,4351,3.566948949995001
2023-10-01,total_premiums,non-life,предпр. и фин риски,4359,6.54803e-05
2023-10-01,total_premiums,non-life,предпр. и фин риски,4375,0.01370629942299999
2023-10-01,total_premiums,non-life,предпр. и фин риски,4380,0.009809316675
2023-10-01,total_premiums,non-life,предпр. и фин риски,4382,0.000201
2023-10-01,total_premiums,non-life,предпр. и фин риски,4392,0.00028
2023-10-01,total_premiums,non-life,предпр. и фин риски,total,19.698984336262
2023-10-01,total_premiums,non-life,прочая ответственность,0001,0.5719461972855
2023-10-01,total_premiums,non-life,прочая ответственность,0141,0.00013580579
2023-10-01,total_premiums,non-life,прочая ответственность,0191,0.0256048661899999
2023-10-01,total_premiums,non-life,прочая ответственность,0206,0.0020499344
2023-10-01,total_premiums,non-life,прочая ответственность,0212,0.055283888761999994
2023-10-01,total_premiums,non-life,прочая ответственность,0235,0.0048278406345
2023-10-01,total_premiums,non-life,прочая ответственность,0290,0.0388845010574998
2023-10-01,total_premiums,non-life,прочая ответственность,0348,0.0002115125
2023-10-01,total_premiums,non-life,прочая ответственность,0397,0.021773064999999897
2023-10-01,total_premiums,non-life,прочая ответственность,0436,0.0020836608999999
2023-10-01,total_premiums,non-life,прочая ответственность,0518,0.1213278091599999
2023-10-01,total_premiums,non-life,прочая ответственность,0585,0.00047198995
2023-10-01,total_premiums,non-life,прочая ответственность,0621,1.2272332691299996
2023-10-01,total_premiums,non-life,прочая ответственность,0630,0.020043768700000002
2023-10-01,total_premiums,non-life,прочая ответственность,0667,0.00428190807
2023-10-01,total_premiums,non-life,прочая ответственность,0915,0.053189803121499804
2023-10-01,total_premiums,non-life,прочая ответственность,0928,2.04610709329
2023-10-01,total_premiums,non-life,прочая ответственность,1083,0.10654385569249959
2023-10-01,total_premiums,non-life,прочая ответственность,1182,0.037545553959999894
2023-10-01,total_premiums,non-life,прочая ответственность,1208,2.392009533625499
2023-10-01,total_premiums,non-life,прочая ответственность,1209,0.6749009391269998
2023-10-01,total_premiums,non-life,прочая ответственность,1216,0.0095152303199998
2023-10-01,total_premiums,non-life,прочая ответственность,1284,0.14791691900999993
2023-10-01,total_premiums,non-life,прочая ответственность,1307,0.3062060767629997
2023-10-01,total_premiums,non-life,прочая ответственность,1336,0.00030654449999999997
2023-10-01,total_premiums,non-life,прочая ответственность,1412,0.04890276808
2023-10-01,total_premiums,non-life,прочая ответственность,1427,0.0532452255099999
2023-10-01,total_premiums,non-life,прочая ответственность,1580,0.00334990259
2023-10-01,total_premiums,non-life,прочая ответственность,1587,5.353e-05
